===New encoding session===

===New encoding session===
(99, 87)
(98, 89)
(95, 79)
(97, 79)
(99, 82)
(100, 86)
(102, 86)
(91, 81)
(91, 84)
(93, 85)
(95, 88)
(99, 91)
(93, 83)
(94, 83)
(97, 84)
(97, 83)
(101, 83)
(92, 84)
(96, 84)
(95, 84)
(97, 84)
(102, 85)
(94, 81)
(97, 83)
(102, 84)
(100, 83)
(103, 86)
(97, 81)
(101, 83)
(101, 81)
(103, 84)
(105, 82)
(91, 83)
(98, 84)
(98, 84)
(98, 86)
(101, 86)
(99, 84)
(101, 86)
(95, 88)
(92, 87)
(100, 89)
(101, 85)
(101, 84)
(93, 90)
(96, 91)
(100, 90)
(95, 85)
(105, 86)
(102, 88)
(96, 88)
(101, 91)
(103, 87)
(96, 89)
(96, 89)
(98, 88)
(103, 88)
(103, 87)
(103, 86)
(95, 91)
(94, 89)
(100, 92)
(93, 95)
(88, 89)
(90, 93)
(92, 92)
(89, 86)
(95, 98)
(93, 93)
(92, 94)
(86, 90)
(90, 88)
(93, 96)
(94, 96)
(88, 91)
(94, 92)
(89, 89)
(97, 97)
(98, 92)
(95, 90)
(95, 86)
(94, 89)
(99, 98)
(93, 91)
(94, 93)
(91, 95)
(91, 87)
(82, 81)
(73, 85)
(67, 85)
(72, 83)
(68, 74)
(79, 91)
(80, 91)
(81, 87)
(80, 88)
(68, 79)
(82, 80)
(73, 88)
(76, 92)
(76, 87)
(72, 78)
(82, 85)
(82, 84)
(79, 82)
(76, 84)
(73, 76)
(81, 85)
(82, 86)
(73, 87)
(72, 83)
(68, 75)
(73, 68)
(57, 80)
(48, 84)
(56, 84)
(78, 91)
(67, 84)
(59, 88)
(52, 89)
(55, 92)
(76, 95)
(71, 73)
(51, 86)
(53, 90)
(54, 91)
(71, 91)
(59, 71)
(58, 80)
(57, 79)
(80, 87)
(82, 90)
(68, 75)
(61, 85)
(53, 82)
(59, 92)
(82, 94)
(94, 88)
(96, 88)
(98, 83)
(97, 84)
(96, 85)
(92, 90)
(95, 88)
(95, 86)
(94, 87)
(96, 87)
(97, 88)
(99, 88)
(100, 85)
(97, 84)
(98, 85)
(101, 89)
(103, 84)
(101, 88)
(103, 87)
(102, 84)
(96, 90)
(95, 89)
(97, 85)
(97, 86)
(96, 86)
(98, 88)
(98, 86)
(99, 87)
(102, 88)
(103, 86)
(100, 90)
(102, 87)
(102, 87)
(104, 89)
(99, 90)
(101, 86)
(100, 90)
(102, 89)
(103, 88)
(105, 88)
(104, 89)
(104, 89)
(106, 87)
(107, 87)
(104, 89)
(103, 88)
(104, 88)
(104, 88)
(105, 89)
(104, 88)
(91, 90)
(94, 89)
(93, 90)
(93, 90)
(94, 90)
(93, 89)
(96, 89)
(97, 89)
(95, 89)
(94, 88)
(95, 87)
(96, 88)
(96, 89)
(98, 89)
(98, 87)
(100, 86)
(99, 87)
(100, 87)
(100, 87)
(99, 88)
(95, 88)
(96, 90)
(97, 90)
(97, 87)
(96, 90)
(90, 80)
(96, 79)
(98, 78)
(99, 76)
(99, 81)
(92, 80)
(99, 86)
(98, 82)
(96, 82)
(97, 80)
(92, 76)
(100, 83)
(97, 82)
(99, 81)
(102, 85)
(97, 80)
(101, 82)
(101, 82)
(99, 80)
(97, 79)
(94, 78)
(99, 81)
(101, 87)
(100, 81)
(98, 85)
(88, 89)
(90, 86)
(99, 88)
(98, 91)
(100, 91)
(97, 90)
(98, 93)
(98, 91)
(103, 95)
(103, 92)
(84, 87)
(100, 92)
(98, 91)
(98, 96)
(101, 92)
(99, 89)
(101, 92)
(105, 91)
(102, 94)
(103, 91)
(96, 92)
(98, 93)
(98, 94)
(101, 97)
(102, 90)
(99, 89)
(102, 86)
(103, 90)
(108, 93)
(109, 89)
(100, 91)
(101, 89)
(105, 91)
(110, 94)
(110, 93)
(97, 88)
(103, 88)
(104, 92)
(111, 93)
(112, 92)
(107, 89)
(109, 89)
(113, 89)
(113, 95)
(110, 94)
(101, 90)
(104, 89)
(107, 94)
(109, 93)
(107, 88)
(88, 90)
(95, 91)
(99, 89)
(100, 92)
(98, 91)
(93, 92)
(97, 92)
(99, 92)
(98, 93)
(99, 97)
(91, 91)
(97, 91)
(97, 91)
(100, 93)
(98, 94)
(100, 90)
(99, 90)
(101, 91)
(105, 93)
(103, 93)
(96, 92)
(95, 90)
(99, 92)
(101, 94)
(99, 95)
(96, 93)
(99, 95)
(97, 88)
(95, 82)
(93, 82)
(96, 95)
(95, 95)
(97, 90)
(94, 86)
(93, 85)
(99, 93)
(100, 95)
(101, 89)
(94, 83)
(94, 83)
(101, 95)
(97, 91)
(99, 87)
(94, 83)
(93, 80)
(97, 92)
(99, 96)
(99, 86)
(94, 84)
(93, 83)
(87, 84)
(84, 86)
(91, 85)
(93, 84)
(92, 82)
(80, 84)
(84, 91)
(88, 86)
(89, 87)
(95, 87)
(87, 87)
(81, 86)
(92, 89)
(93, 86)
(92, 87)
(82, 85)
(89, 87)
(94, 85)
(91, 86)
(100, 86)
(86, 84)
(84, 84)
(87, 86)
(90, 84)
(91, 85)
(78, 82)
(78, 82)
(92, 72)
(91, 79)
(90, 72)
(84, 79)
(90, 80)
(98, 69)
(92, 75)
(85, 70)
(79, 81)
(83, 80)
(102, 79)
(91, 74)
(94, 74)
(83, 78)
(94, 79)
(93, 66)
(94, 75)
(82, 70)
(80, 83)
(80, 80)
(95, 71)
(91, 72)
(91, 69)
(90, 82)
(93, 84)
(97, 83)
(100, 82)
(98, 79)
(93, 81)
(95, 81)
(98, 82)
(97, 81)
(103, 82)
(88, 84)
(85, 80)
(95, 80)
(99, 83)
(94, 77)
(96, 81)
(96, 81)
(101, 82)
(98, 83)
(104, 83)
(90, 83)
(92, 83)
(99, 83)
(95, 81)
(98, 80)
(97, 80)
(100, 85)
(102, 88)
(105, 85)
(98, 86)
(99, 84)
(103, 88)
(102, 87)
(107, 88)
(93, 87)
(97, 85)
(97, 79)
(104, 84)
(105, 86)
(105, 85)
(106, 85)
(106, 87)
(108, 84)
(110, 87)
(103, 84)
(100, 84)
(99, 87)
(104, 84)
(102, 91)
(96, 87)
(89, 91)
(92, 95)
(93, 92)
(91, 90)
(91, 87)
(91, 94)
(89, 94)
(92, 90)
(92, 90)
(92, 90)
(88, 91)
(94, 97)
(93, 92)
(94, 91)
(92, 96)
(94, 90)
(94, 90)
(95, 88)
(101, 87)
(100, 91)
(92, 94)
(95, 99)
(96, 94)
(96, 92)
(95, 90)
(90, 83)
(90, 86)
(95, 89)
(94, 86)
(96, 83)
(95, 86)
(90, 86)
(91, 91)
(95, 87)
(95, 87)
(90, 85)
(89, 92)
(95, 94)
(90, 87)
(89, 91)
(100, 87)
(98, 89)
(90, 90)
(90, 89)
(91, 90)
(98, 83)
(94, 90)
(95, 86)
(97, 88)
(92, 86)
(97, 91)
(95, 94)
(93, 94)
(93, 93)
(89, 93)
(93, 95)
(91, 95)
(91, 95)
(90, 95)
(92, 95)
(89, 90)
(93, 95)
(92, 94)
(92, 91)
(93, 95)
(95, 92)
(94, 92)
(94, 92)
(92, 92)
(94, 93)
(93, 95)
(97, 99)
(91, 96)
(93, 96)
(93, 97)
(99, 91)
(101, 89)
(100, 87)
(100, 87)
(101, 83)
(98, 91)
(96, 91)
(101, 88)
(100, 86)
(100, 85)
(100, 88)
(102, 89)
(102, 89)
(99, 86)
(99, 81)
(102, 88)
(104, 89)
(103, 86)
(104, 84)
(104, 85)
(101, 92)
(100, 91)
(103, 91)
(101, 89)
(100, 87)
(96, 84)
(99, 84)
(101, 84)
(102, 85)
(99, 82)
(99, 83)
(98, 82)
(98, 84)
(99, 83)
(98, 84)
(95, 82)
(100, 83)
(104, 84)
(100, 84)
(102, 82)
(101, 83)
(100, 83)
(104, 84)
(102, 84)
(103, 84)
(100, 88)
(99, 85)
(100, 89)
(102, 88)
(100, 87)
(97, 88)
(101, 85)
(100, 85)
(102, 85)
(103, 86)
(98, 88)
(99, 86)
(100, 87)
(99, 87)
(98, 86)
(96, 85)
(99, 85)
(99, 85)
(101, 83)
(100, 80)
(103, 87)
(101, 85)
(104, 85)
(103, 87)
(102, 84)
(96, 89)
(98, 88)
(98, 88)
(101, 88)
(104, 89)
